F, SD, SB, SC, SE
1259, 0.69, 1.17, 12.8, 0.52
1260, 0.69, 1.17, 12.8, 0.52
1261, 0.69, 1.17, 12.81, 0.52
1262, 0.69, 1.17, 12.81, 0.52
1263, 0.69, 1.17, 12.82, 0.52
1264, 0.69, 1.17, 12.82, 0.52
1265, 0.69, 1.18, 12.82, 0.52
1266, 0.69, 1.18, 12.79, 0.52
1267, 0.69, 1.18, 12.8, 0.52
1268, 0.69, 1.18, 12.8, 0.52
1269, 0.69, 1.18, 12.81, 0.52
1270, 0.69, 1.18, 12.81, 0.52
1271, 0.69, 1.18, 12.82, 0.52
1272, 0.69, 1.18, 12.82, 0.52
1273, 0.69, 1.18, 12.82, 0.52
1274, 0.69, 1.18, 12.83, 0.52
1275, 0.69, 1.18, 12.83, 0.52
1276, 0.69, 1.18, 12.84, 0.52
1277, 0.69, 1.18, 12.84, 0.52
1278, 0.69, 1.18, 12.85, 0.52
1279, 0.69, 1.18, 12.85, 0.52
1280, 0.69, 1.18, 12.86, 0.52
1281, 0.7, 1.18, 12.86, 0.52
1282, 0.7, 1.18, 12.87, 0.52
1283, 0.7, 1.18, 12.87, 0.52
1284, 0.7, 1.18, 12.87, 0.52
1285, 0.7, 1.18, 12.88, 0.52
1286, 0.7, 1.18, 12.88, 0.52
1287, 0.7, 1.18, 12.89, 0.52
1288, 0.7, 1.18, 12.89, 0.52
1289, 0.7, 1.19, 12.9, 0.52
1290, 0.7, 1.19, 12.9, 0.52
1291, 0.7, 1.19, 12.7, 0.52
1292, 0.7, 1.19, 12.7, 0.52
1293, 0.7, 1.19, 12.71, 0.52
1294, 0.7, 1.19, 12.71, 0.52
1295, 0.7, 1.19, 12.71, 0.52
1296, 0.7, 1.19, 12.72, 0.52
1297, 0.7, 1.19, 12.72, 0.52
1298, 0.7, 1.19, 12.73, 0.52
1299, 0.7, 1.19, 12.66, 0.52
1300, 0.7, 1.19, 12.67, 0.52
1301, 0.7, 1.19, 12.67, 0.53
1302, 0.7, 1.19, 12.68, 0.53
1303, 0.7, 1.19, 12.68, 0.53
1304, 0.7, 1.19, 12.68, 0.53
1305, 0.7, 1.19, 12.69, 0.53
1306, 0.7, 1.19, 7.75, 0.53
1307, 0.7, 1.19, 7.75, 0.53
1308, 0.7, 1.19, 7.75, 0.53
1309, 0.7, 1.19, 7.76, 0.53
1310, 0.7, 1.19, 7.76, 0.53
1311, 0.7, 1.19, 7.76, 0.53
1312, 0.7, 1.19, 7.77, 0.49
1313, 0.7, 1.2, 7.77, 0.49
1314, 0.7, 1.2, 7.77, 0.49
1315, 0.7, 1.2, 7.77, 0.49
1316, 0.7, 1.2, 7.78, 0.49
1317, 0.7, 1.2, 7.78, 0.49
1318, 0.7, 1.2, 7.78, 0.49
1319, 0.7, 1.2, 7.78, 0.49
1320, 0.7, 1.2, 7.79, 0.49
1321, 0.53, 1.2, 7.79, 0.49
1322, 0.53, 1.2, 7.79, 0.49
1323, 0.53, 1.2, 7.8, 0.49
1324, 0.53, 1.2, 7.8, 0.49
1325, 0.53, 1.2, 7.8, 0.49
1326, 0.53, 1.2, 7.8, 0.49
1327, 0.53, 1.2, 7.81, 0.49
1328, 0.53, 1.2, 7.81, 0.49
1329, 0.53, 1.2, 7.81, 0.49
1330, 0.53, 1.2, 7.81, 0.5
1331, 0.53, 1.2, 7.82, 0.5
1332, 0.53, 1.2, 7.82, 0.5
1333, 0.53, 1.2, 7.82, 0.5
1334, 0.53, 1.2, 7.83, 0.46
1335, 0.53, 1.2, 7.83, 0.46
1336, 0.53, 1.2, 7.83, 0.46
1337, 0.53, 1.21, 7.83, 0.46
1338, 0.53, 1.21, 7.84, 0.46
1339, 0.53, 1.21, 7.84, 0.46
1340, 0.53, 1.21, 7.84, 0.46
1341, 0.53, 1.21, 7.85, 0.46
1342, 0.53, 1.21, 7.85, 0.46
1343, 0.53, 1.21, 7.85, 0.46
1344, 0.53, 1.21, 7.85, 0.46
1345, 0.53, 1.21, 7.86, 0.46
1346, 0.53, 1.21, 7.86, 0.46
1347, 0.53, 1.21, 7.86, 0.46
1348, 0.53, 1.21, 7.86, 0.46
1349, 0.53, 1.21, 7.65, 0.46
1350, 0.53, 1.21, 7.66, 0.46
1351, 0.53, 1.21, 7.66, 0.46
1352, 0.53, 1.21, 7.66, 0.46
1353, 0.53, 1.21, 7.66, 0.46
1354, 0.53, 1.21, 7.67, 0.46
1355, 0.54, 1.21, 7.67, 0.46
1356, 0.54, 1.21, 7.67, 0.46
1357, 0.54, 1.21, 7.6, 0.46
1358, 0.54, 1.21, 7.61, 0.46
1359, 0.54, 1.21, 7.61, 0.46
1360, 0.54, 1.22, 7.61, 0.46
1361, 0.54, 1.22, 7.62, 0.46
1362, 0.54, 1.22, 7.62, 0.46
1363, 0.54, 1.22, 7.62, 0.47
1364, 0.54, 1.22, 7.62, 0.47
1365, 0.54, 1.22, 7.63, 0.47
1366, 0.54, 1.22, 7.63, 0.47
1367, 0.54, 1.22, 7.63, 0.47
1368, 0.54, 1.22, 7.63, 0.47
1369, 0.54, 1.22, 7.64, 0.47
1370, 0.54, 1.22, 7.64, 0.47
1371, 0.54, 1.22, 7.64, 0.47
1372, 0.54, 1.22, 7.65, 0.47
1373, 0.54, 1.22, 7.65, 0.47
1374, 0.54, 1.22, 7.65, 0.47
1375, 0.54, 1.22, 7.65, 0.47
1376, 0.54, 1.22, 7.66, 0.47
1377, 0.54, 1.22, 7.66, 0.47
1378, 0.54, 1.22, 7.66, 0.47
1379, 0.54, 1.22, 7.66, 0.47
1380, 0.54, 1.22, 7.67, 0.47
1381, 0.54, 1.22, 7.67, 0.47
1382, 0.54, 1.22, 7.67, 0.47
1383, 0.54, 1.23, 7.68, 0.47
1384, 0.54, 1.23, 7.68, 0.47
1385, 0.54, 1.23, 7.68, 0.47
1386, 0.54, 1.23, 7.68, 0.47
1387, 0.54, 1.23, 7.69, 0.47
1388, 0.54, 1.23, 7.69, 0.47
1389, 0.54, 1.23, 7.69, 0.47
1390, 0.54, 1.23, 7.7, 0.47
1391, 0.54, 1.23, 4.99, 0.47
1392, 0.54, 1.23, 4.99, 0.47
1393, 0.54, 1.23, 4.99, 0.47
1394, 0.54, 1.23, 4.99, 0.47
1395, 0.54, 1.23, 4.96, 0.47
1396, 0.54, 1.23, 4.96, 0.47
1397, 0.54, 1.23, 4.96, 0.47
1398, 0.54, 1.23, 4.96, 0.47
1399, 0.54, 1.23, 4.97, 0.47
1400, 0.54, 1.23, 4.97, 0.47
1401, 0.54, 1.23, 4.97, 0.47
1402, 0.54, 1.23, 4.97, 0.47
1403, 0.54, 1.23, 4.97, 0.47
1404, 0.54, 1.23, 4.97, 0.47
1405, 0.54, 1.24, 4.98, 0.47
1406, 0.55, 1.24, 4.98, 0.47
1407, 0.55, 1.24, 4.98, 0.47
1408, 0.55, 1.24, 4.98, 0.47
1409, 0.55, 1.24, 4.98, 0.47
1410, 0.55, 1.24, 4.99, 0.47
1411, 0.55, 1.24, 4.99, 0.47
1412, 0.55, 1.24, 4.99, 0.47
1413, 0.55, 1.24, 4.99, 0.47
1414, 0.55, 1.24, 4.99, 0.47
1415, 0.55, 1.24, 4.99, 0.47
1416, 0.55, 1.24, 5.0, 0.47
1417, 0.55, 1.24, 5.0, 0.47
1418, 0.55, 1.24, 5.0, 0.47
1419, 0.55, 1.24, 5.0, 0.47
1420, 0.55, 1.24, 5.0, 0.47
1421, 0.55, 1.24, 5.01, 0.47
1422, 0.55, 1.24, 5.01, 0.48
1423, 0.55, 1.24, 5.01, 0.48
1424, 0.55, 1.24, 5.01, 0.48
1425, 0.55, 1.24, 5.01, 0.48
1426, 0.55, 1.24, 5.01, 0.48
1427, 0.55, 1.24, 5.02, 0.48
1428, 0.55, 1.25, 5.02, 0.44
1429, 0.55, 1.25, 5.02, 0.44
1430, 0.55, 1.25, 5.02, 0.44
1431, 0.55, 1.25, 5.02, 0.44
1432, 0.55, 1.25, 5.03, 0.44
1433, 0.55, 1.25, 5.03, 0.44
1434, 0.55, 1.25, 5.03, 0.44
1435, 0.55, 1.25, 4.41, 0.44
1436, 0.55, 1.25, 4.41, 0.44
1437, 0.55, 1.25, 4.41, 0.44
1438, 0.55, 1.25, 4.41, 0.44
1439, 0.55, 1.25, 4.41, 0.44
1440, 0.55, 1.25, 4.42, 0.44
1441, 0.55, 1.25, 4.42, 0.44
1442, 0.55, 1.25, 4.42, 0.44
1443, 0.55, 1.25, 4.42, 0.44
1444, 0.55, 1.25, 4.42, 0.44
1445, 0.55, 1.25, 4.42, 0.44
1446, 0.55, 1.25, 4.42, 0.44
1447, 0.55, 1.25, 4.43, 0.44
1448, 0.55, 1.25, 4.43, 0.44
1449, 0.55, 1.26, 4.43, 0.44
1450, 0.55, 1.26, 4.43, 0.44
1451, 0.55, 1.26, 4.43, 0.44
1452, 0.55, 1.26, 4.43, 0.44
1453, 0.55, 1.26, 4.44, 0.44
1454, 0.55, 1.26, 4.44, 0.44
1455, 0.55, 1.26, 4.44, 0.44
1456, 0.56, 1.26, 4.44, 0.44
1457, 0.56, 1.26, 4.44, 0.44
1458, 0.56, 1.26, 4.44, 0.44
1459, 0.56, 1.26, 4.45, 0.44
1460, 0.56, 1.26, 4.45, 0.44
1461, 0.56, 1.26, 4.45, 0.44
1462, 0.56, 1.26, 4.45, 0.45
1463, 0.56, 1.26, 4.45, 0.45
1464, 0.56, 1.26, 4.45, 0.45
1465, 0.56, 1.26, 4.46, 0.45
1466, 0.56, 1.26, 4.46, 0.45
1467, 0.56, 1.26, 4.46, 0.45
1468, 0.56, 1.26, 4.46, 0.45
1469, 0.56, 1.26, 4.46, 0.45
1470, 0.56, 1.26, 4.46, 0.45
1471, 0.56, 1.27, 4.47, 0.45
1472, 0.56, 1.27, 4.47, 0.45
1473, 0.56, 1.27, 4.47, 0.45
1474, 0.56, 1.27, 4.47, 0.45
1475, 0.56, 1.27, 4.47, 0.45
1476, 0.56, 1.27, 4.47, 0.45
1477, 0.56, 1.27, 4.48, 0.45
1478, 0.56, 1.27, 4.48, 0.45
1479, 0.56, 1.27, 4.48, 0.45
1480, 0.56, 1.27, 4.48, 0.45
1481, 0.56, 1.27, 4.48, 0.45
1482, 0.56, 1.27, 4.48, 0.45
1483, 0.56, 1.27, 4.49, 0.45
1484, 0.56, 1.27, 4.49, 0.45
1485, 0.56, 1.27, 4.49, 0.45
1486, 0.56, 1.27, 4.49, 0.45
1487, 0.56, 1.27, 4.49, 0.45
1488, 0.56, 1.27, 4.49, 0.45
1489, 0.56, 1.27, 4.5, 0.45
1490, 0.56, 1.27, 4.5, 0.45
1491, 0.56, 1.27, 4.5, 0.45
1492, 0.56, 1.28, 4.5, 0.45
1493, 0.56, 1.28, 4.5, 0.45
1494, 0.56, 1.28, 4.5, 0.45
1495, 0.56, 1.28, 4.51, 0.45
1496, 0.56, 1.28, 4.51, 0.45
1497, 0.56, 1.28, 4.51, 0.45
1498, 0.56, 1.28, 3.76, 0.45
1499, 0.56, 1.28, 3.76, 0.45
1500, 0.56, 1.28, 3.76, 0.45
1501, 0.56, 1.28, 3.76, 0.45
1502, 0.56, 1.28, 3.77, 0.45
1503, 0.56, 1.28, 3.77, 0.45
1504, 0.57, 1.28, 3.77, 0.45
1505, 0.57, 1.28, 3.77, 0.45
1506, 0.57, 1.28, 3.77, 0.45
1507, 0.57, 1.28, 3.77, 0.45
1508, 0.57, 1.28, 3.77, 0.45
1509, 0.57, 1.28, 3.78, 0.45
1510, 0.57, 1.28, 3.78, 0.45
1511, 0.57, 1.28, 3.78, 0.45
1512, 0.57, 1.28, 3.78, 0.45
1513, 0.57, 1.29, 3.78, 0.45
1514, 0.57, 1.29, 3.78, 0.45
1515, 0.57, 1.29, 3.78, 0.45
1516, 0.57, 1.29, 3.79, 0.45
1517, 0.57, 1.29, 3.79, 0.45
1518, 0.57, 1.29, 3.79, 0.45
1519, 0.57, 1.29, 3.79, 0.45
1520, 0.57, 1.29, 3.79, 0.45
1521, 0.57, 1.29, 3.79, 0.46
1522, 0.57, 1.29, 3.79, 0.46
1523, 0.57, 1.29, 3.8, 0.46
1524, 0.57, 1.29, 3.76, 0.46
1525, 0.57, 1.29, 3.76, 0.46
1526, 0.57, 1.29, 3.76, 0.46
1527, 0.57, 1.29, 3.76, 0.46
1528, 0.57, 1.29, 3.76, 0.46
1529, 0.57, 1.29, 3.77, 0.46
1530, 0.57, 1.29, 3.77, 0.46
1531, 0.57, 1.29, 3.77, 0.46
1532, 0.57, 1.29, 3.77, 0.46
1533, 0.57, 1.3, 3.77, 0.46
1534, 0.57, 1.3, 3.77, 0.46
1535, 0.57, 1.3, 3.77, 0.46
1536, 0.57, 1.3, 3.78, 0.46
1537, 0.57, 1.3, 3.78, 0.46
1538, 0.57, 1.3, 3.78, 0.46
1539, 0.42, 1.3, 3.78, 0.46
1540, 0.42, 1.3, 3.78, 0.46
1541, 0.42, 1.3, 3.78, 0.46
1542, 0.42, 1.3, 3.78, 0.46
1543, 0.42, 1.3, 3.79, 0.46
1544, 0.42, 1.3, 3.79, 0.46
1545, 0.42, 1.3, 3.79, 0.46
1546, 0.42, 1.3, 3.79, 0.46
1547, 0.42, 1.3, 3.79, 0.46
1548, 0.42, 1.3, 3.79, 0.31
1549, 0.42, 1.3, 3.79, 0.31
1550, 0.42, 1.3, 3.8, 0.31
1551, 0.42, 1.3, 3.8, 0.31
1552, 0.42, 1.3, 3.8, 0.31
1553, 0.42, 1.31, 3.8, 0.31
1554, 0.42, 1.31, 3.8, 0.31
1555, 0.42, 1.31, 3.8, 0.31
1556, 0.42, 1.31, 3.8, 0.31
1557, 0.42, 1.31, 3.81, 0.31
1558, 0.42, 1.31, 3.81, 0.31
1559, 0.42, 1.31, 3.81, 0.31
1560, 0.42, 1.31, 3.81, 0.31
1561, 0.42, 1.31, 3.81, 0.31
1562, 0.42, 1.31, 3.81, 0.31
1563, 0.42, 1.31, 3.82, 0.31
1564, 0.42, 1.31, 3.82, 0.31
1565, 0.42, 1.31, 3.82, 0.31
1566, 0.42, 1.31, 3.82, 0.31
1567, 0.42, 1.31, 3.82, 0.31
1568, 0.42, 1.31, 3.82, 0.31
1569, 0.42, 1.31, 3.82, 0.31
1570, 0.43, 1.31, 3.83, 0.31
1571, 0.43, 1.31, 3.83, 0.31
1572, 0.43, 1.31, 3.83, 0.31
1573, 0.43, 1.32, 3.83, 0.31
1574, 0.43, 1.32, 3.83, 0.31
1575, 0.43, 1.32, 3.83, 0.31
1576, 0.43, 1.32, 3.83, 0.31
1577, 0.43, 1.32, 3.84, 0.31
1578, 0.43, 1.32, 3.84, 0.31
1579, 0.43, 1.32, 3.84, 0.31
1580, 0.43, 1.32, 3.84, 0.31
1581, 0.43, 1.32, 3.84, 0.31
1582, 0.43, 1.32, 3.84, 0.31
1583, 0.43, 1.32, 3.84, 0.31
1584, 0.43, 1.32, 3.85, 0.31
1585, 0.43, 1.32, 3.85, 0.31
1586, 0.43, 1.32, 3.85, 0.31
1587, 0.43, 1.32, 3.85, 0.31
1588, 0.43, 1.32, 3.85, 0.31
1589, 0.43, 1.32, 3.85, 0.31
1590, 0.43, 1.32, 3.86, 0.31
1591, 0.43, 1.32, 3.86, 0.31
1592, 0.43, 1.33, 3.86, 0.31
1593, 0.43, 1.33, 3.86, 0.31
1594, 0.43, 1.33, 3.86, 0.31
1595, 0.43, 1.33, 3.86, 0.31
1596, 0.43, 1.33, 3.86, 0.31
1597, 0.43, 1.33, 3.87, 0.31
1598, 0.43, 1.33, 3.87, 0.31
1599, 0.43, 1.33, 3.87, 0.31
1600, 0.43, 1.33, 3.87, 0.31
1601, 0.43, 1.33, 3.87, 0.31
1602, 0.43, 1.33, 3.87, 0.31
1603, 0.43, 1.33, 3.87, 0.31
1604, 0.43, 1.33, 3.88, 0.31
1605, 0.43, 1.33, 3.88, 0.31
1606, 0.43, 1.33, 3.88, 0.31
1607, 0.43, 1.33, 3.88, 0.31
1608, 0.43, 1.33, 3.88, 0.31
1609, 0.43, 1.33, 3.88, 0.31
1610, 0.43, 1.33, 3.89, 0.27
1611, 0.43, 1.33, 3.89, 0.27
1612, 0.43, 1.34, 3.81, 0.27
1613, 0.43, 1.34, 3.81, 0.28
1614, 0.43, 1.34, 3.81, 0.28
1615, 0.43, 1.34, 3.81, 0.28
1616, 0.43, 1.34, 3.82, 0.28
1617, 0.43, 1.34, 3.82, 0.28
1618, 0.43, 1.34, 3.82, 0.28
1619, 0.43, 1.34, 3.82, 0.28
1620, 0.43, 1.34, 3.82, 0.28
1621, 0.43, 1.34, 3.82, 0.28
1622, 0.43, 1.34, 3.82, 0.28
1623, 0.43, 1.34, 3.83, 0.28
1624, 0.43, 1.34, 3.83, 0.28
1625, 0.43, 1.34, 3.83, 0.28
1626, 0.43, 1.34, 3.83, 0.28
1627, 0.43, 1.34, 3.83, 0.28
1628, 0.43, 1.34, 3.83, 0.28
1629, 0.43, 1.34, 3.84, 0.28
1630, 0.44, 1.34, 3.84, 0.28
1631, 0.44, 1.35, 3.84, 0.28
1632, 0.44, 1.35, 3.84, 0.28
1633, 0.44, 1.35, 3.84, 0.28
1634, 0.44, 1.35, 3.84, 0.28
1635, 0.44, 1.35, 3.84, 0.28
1636, 0.44, 1.35, 3.85, 0.28
1637, 0.44, 1.35, 3.85, 0.28
1638, 0.44, 1.35, 3.85, 0.28
1639, 0.44, 1.35, 3.85, 0.28
1640, 0.44, 1.35, 3.85, 0.28
1641, 0.44, 1.35, 3.85, 0.28
1642, 0.44, 1.35, 3.86, 0.28
1643, 0.44, 1.35, 3.86, 0.28
1644, 0.44, 1.35, 3.86, 0.28
1645, 0.44, 1.35, 3.86, 0.28
1646, 0.44, 1.35, 3.86, 0.28
1647, 0.44, 1.35, 3.86, 0.28
1648, 0.32, 1.35, 3.86, 0.28
1649, 0.32, 1.36, 3.87, 0.28
1650, 0.32, 1.36, 3.87, 0.28
1651, 0.32, 1.36, 3.87, 0.28
1652, 0.32, 1.36, 3.87, 0.28
1653, 0.32, 1.36, 3.87, 0.28
1654, 0.32, 1.36, 3.87, 0.28
1655, 0.32, 1.36, 3.88, 0.28
1656, 0.32, 1.36, 3.88, 0.28
1657, 0.32, 1.36, 3.88, 0.28
1658, 0.32, 1.36, 3.88, 0.28
1659, 0.32, 1.36, 3.88, 0.28
1660, 0.32, 1.36, 3.88, 0.28
1661, 0.32, 1.36, 3.88, 0.28
1662, 0.32, 1.36, 3.89, 0.28
1663, 0.32, 1.36, 3.89, 0.28
1664, 0.32, 1.36, 3.89, 0.28
1665, 0.32, 1.36, 3.89, 0.28
1666, 0.32, 1.36, 3.89, 0.28
1667, 0.32, 1.36, 3.89, 0.28
1668, 0.32, 1.37, 3.9, 0.28
1669, 0.32, 1.37, 3.9, 0.28
1670, 0.32, 1.37, 3.9, 0.28
1671, 0.32, 1.37, 3.9, 0.28
1672, 0.32, 1.37, 3.9, 0.28
1673, 0.32, 1.37, 3.9, 0.28
1674, 0.32, 1.37, 3.9, 0.28
1675, 0.32, 1.37, 3.91, 0.28
1676, 0.32, 1.37, 3.91, 0.28
1677, 0.32, 1.37, 3.91, 0.28
1678, 0.32, 1.37, 3.91, 0.28
1679, 0.32, 1.37, 3.91, 0.28
1680, 0.32, 1.37, 3.91, 0.28
1681, 0.32, 1.37, 3.92, 0.28
1682, 0.32, 1.37, 3.92, 0.28
1683, 0.32, 1.37, 3.92, 0.28
1684, 0.32, 1.37, 3.92, 0.28
1685, 0.32, 1.37, 3.92, 0.28
1686, 0.32, 1.33, 3.92, 0.28
1687, 0.32, 1.3, 3.93, 0.28
1688, 0.32, 1.3, 3.93, 0.28
1689, 0.32, 1.3, 3.93, 0.28
1690, 0.32, 1.3, 3.93, 0.28
1691, 0.32, 1.3, 3.93, 0.28
1692, 0.32, 1.3, 3.93, 0.28
1693, 0.32, 1.3, 3.94, 0.28
1694, 0.32, 1.3, 3.94, 0.28
1695, 0.32, 1.3, 3.94, 0.28
1696, 0.32, 1.3, 3.94, 0.28
1697, 0.33, 1.3, 3.94, 0.28
1698, 0.33, 1.3, 3.94, 0.28
1699, 0.33, 1.3, 3.94, 0.28
1700, 0.33, 1.3, 3.95, 0.28
1701, 0.33, 1.3, 3.95, 0.28
1702, 0.33, 1.3, 3.95, 0.29
1703, 0.33, 1.3, 3.95, 0.29
1704, 0.33, 1.3, 3.95, 0.29
1705, 0.33, 1.3, 3.95, 0.29
1706, 0.33, 1.31, 3.96, 0.29
1707, 0.33, 1.31, 3.96, 0.29
1708, 0.33, 1.31, 3.96, 0.29
1709, 0.33, 1.31, 3.96, 0.29
1710, 0.33, 1.31, 3.96, 0.29
1711, 0.33, 1.31, 3.96, 0.29
1712, 0.33, 1.31, 3.97, 0.29
1713, 0.33, 1.31, 3.97, 0.29
1714, 0.33, 1.31, 3.97, 0.29
1715, 0.33, 1.31, 3.97, 0.29
1716, 0.33, 1.31, 3.97, 0.29
1717, 0.33, 1.31, 3.97, 0.29
1718, 0.33, 1.31, 3.98, 0.29
1719, 0.33, 1.31, 3.98, 0.29
1720, 0.33, 1.31, 3.98, 0.29
1721, 0.33, 1.31, 3.98, 0.29
1722, 0.33, 1.31, 3.98, 0.29
1723, 0.33, 1.31, 3.98, 0.29
1724, 0.33, 1.31, 3.99, 0.29
1725, 0.33, 1.32, 3.99, 0.29
1726, 0.33, 1.32, 3.99, 0.29
1727, 0.33, 1.32, 3.99, 0.29
1728, 0.33, 1.32, 3.99, 0.29
1729, 0.33, 1.32, 3.99, 0.29
1730, 0.33, 1.32, 4.0, 0.29
1731, 0.33, 1.32, 4.0, 0.29
1732, 0.33, 1.32, 4.0, 0.29
1733, 0.33, 1.32, 4.0, 0.29
1734, 0.33, 1.32, 4.0, 0.29
1735, 0.33, 1.32, 4.0, 0.29
1736, 0.33, 1.32, 4.0, 0.29
1737, 0.33, 1.32, 4.01, 0.29
1738, 0.33, 1.32, 4.01, 0.29
1739, 0.33, 1.32, 4.01, 0.29
1740, 0.33, 1.32, 4.01, 0.29
1741, 0.33, 1.32, 4.01, 0.29
1742, 0.33, 1.32, 4.01, 0.29
1743, 0.33, 1.33, 4.02, 0.29
1744, 0.33, 1.33, 4.02, 0.29
1745, 0.33, 1.33, 4.02, 0.29
1746, 0.33, 1.33, 3.94, 0.29
1747, 0.33, 1.33, 3.94, 0.29
1748, 0.33, 1.33, 3.94, 0.29
1749, 0.33, 1.33, 3.94, 0.29
1750, 0.33, 1.33, 3.95, 0.29
1751, 0.33, 1.33, 3.95, 0.29
1752, 0.33, 1.33, 3.95, 0.29
1753, 0.33, 1.33, 3.95, 0.29
1754, 0.33, 1.33, 3.95, 0.29
1755, 0.33, 1.33, 3.95, 0.29
1756, 0.33, 1.33, 3.96, 0.29
1757, 0.33, 1.33, 3.96, 0.29
1758, 0.33, 1.33, 3.96, 0.29
1759, 0.33, 1.33, 3.96, 0.29
1760, 0.33, 1.33, 3.96, 0.29
1761, 0.33, 1.34, 3.96, 0.29
1762, 0.33, 1.34, 3.96, 0.29
1763, 0.33, 1.34, 3.97, 0.29
1764, 0.33, 1.34, 3.97, 0.29
1765, 0.33, 1.34, 3.97, 0.29
1766, 0.33, 1.34, 3.97, 0.29
1767, 0.33, 1.34, 3.97, 0.29
1768, 0.33, 1.34, 3.97, 0.29
1769, 0.33, 1.34, 3.98, 0.29
1770, 0.34, 1.34, 3.98, 0.29
1771, 0.34, 1.34, 3.98, 0.29
1772, 0.34, 1.34, 3.98, 0.29
1773, 0.34, 1.34, 3.98, 0.29
1774, 0.34, 1.34, 3.98, 0.29
1775, 0.34, 1.34, 3.99, 0.29
1776, 0.34, 1.34, 3.99, 0.29
1777, 0.34, 1.34, 3.99, 0.25
1778, 0.34, 1.34, 3.99, 0.25
1779, 0.34, 1.35, 3.83, 0.25
1780, 0.34, 1.35, 3.83, 0.25
1781, 0.34, 1.35, 3.83, 0.25
1782, 0.34, 1.35, 3.83, 0.25
1783, 0.34, 1.35, 3.83, 0.25
1784, 0.34, 1.35, 3.83, 0.25
1785, 0.34, 1.35, 3.83, 0.25
1786, 0.34, 1.35, 3.84, 0.25
1787, 0.34, 1.35, 3.84, 0.25
1788, 0.34, 1.35, 3.84, 0.25
1789, 0.34, 1.35, 3.84, 0.25
1790, 0.34, 1.35, 3.84, 0.25
1791, 0.34, 1.35, 3.84, 0.25
1792, 0.34, 1.35, 3.85, 0.25
1793, 0.34, 1.35, 3.85, 0.25
1794, 0.34, 1.35, 3.85, 0.25
1795, 0.34, 1.35, 3.85, 0.25
1796, 0.34, 1.35, 3.85, 0.25
1797, 0.34, 1.36, 3.85, 0.25
1798, 0.34, 1.36, 3.86, 0.25
1799, 0.34, 1.36, 3.86, 0.25
1800, 0.34, 1.36, 3.86, 0.25
1801, 0.34, 1.36, 3.86, 0.25
1802, 0.34, 1.36, 3.86, 0.25
1803, 0.34, 1.36, 3.86, 0.25
1804, 0.34, 1.36, 3.87, 0.25
1805, 0.34, 1.36, 3.87, 0.25
1806, 0.34, 1.36, 3.87, 0.26
1807, 0.34, 1.36, 3.87, 0.26
1808, 0.34, 1.36, 3.87, 0.26
1809, 0.34, 1.36, 3.87, 0.26
1810, 0.34, 1.36, 3.88, 0.26
1811, 0.34, 1.36, 3.88, 0.26
1812, 0.34, 1.36, 3.88, 0.26
1813, 0.34, 1.36, 3.88, 0.26
1814, 0.34, 1.37, 3.88, 0.26
1815, 0.34, 1.37, 3.88, 0.26
1816, 0.34, 1.37, 3.89, 0.26
1817, 0.34, 1.37, 3.89, 0.26
1818, 0.34, 1.37, 3.89, 0.26
1819, 0.34, 1.37, 3.89, 0.26
1820, 0.34, 1.37, 3.89, 0.26
1821, 0.34, 1.37, 3.29, 0.26
1822, 0.34, 1.37, 3.3, 0.26
1823, 0.34, 1.37, 3.3, 0.26
1824, 0.34, 1.37, 3.3, 0.26
1825, 0.34, 1.37, 3.3, 0.26
1826, 0.34, 1.37, 3.3, 0.26
1827, 0.34, 1.37, 3.3, 0.26
1828, 0.34, 1.37, 3.3, 0.26
1829, 0.34, 1.37, 3.31, 0.26
1830, 0.34, 1.37, 3.31, 0.26
1831, 0.34, 1.38, 3.31, 0.26
1832, 0.34, 1.38, 3.31, 0.26
1833, 0.34, 1.38, 3.31, 0.26
1834, 0.34, 1.38, 3.31, 0.26
1835, 0.34, 1.38, 3.31, 0.26
1836, 0.34, 1.38, 3.32, 0.26
1837, 0.34, 1.38, 3.32, 0.26
1838, 0.34, 1.38, 3.32, 0.26
1839, 0.34, 1.38, 3.32, 0.26
1840, 0.35, 1.38, 3.32, 0.26
1841, 0.35, 1.38, 3.32, 0.26
1842, 0.35, 1.38, 3.32, 0.26
1843, 0.35, 1.38, 3.33, 0.26
1844, 0.35, 1.38, 3.33, 0.26
1845, 0.35, 1.38, 3.33, 0.26
1846, 0.35, 1.38, 3.33, 0.26
1847, 0.35, 1.38, 3.33, 0.26
1848, 0.35, 1.39, 3.33, 0.26
1849, 0.35, 1.39, 3.33, 0.26
1850, 0.35, 1.39, 3.34, 0.26
1851, 0.35, 1.39, 3.34, 0.26
1852, 0.35, 1.39, 3.34, 0.26
1853, 0.35, 1.39, 3.34, 0.26
1854, 0.35, 1.39, 3.34, 0.26
1855, 0.35, 1.39, 3.34, 0.26
1856, 0.35, 1.39, 3.34, 0.26
1857, 0.35, 1.39, 3.35, 0.26
1858, 0.35, 1.39, 3.35, 0.26
1859, 0.35, 1.39, 3.35, 0.26
1860, 0.35, 1.39, 3.35, 0.26
1861, 0.35, 1.39, 3.35, 0.26
1862, 0.35, 1.39, 3.35, 0.26
1863, 0.35, 1.39, 3.36, 0.26
1864, 0.35, 1.39, 3.36, 0.26
1865, 0.35, 1.4, 3.36, 0.26
1866, 0.35, 1.4, 3.36, 0.26
