F, SD, SB, SC, SE
3970, 0.53, 1.6, 4.26, 1.06
3971, 0.53, 1.6, 4.28, 1.07
3972, 0.54, 1.61, 4.3, 1.08
3973, 0.54, 1.62, 4.32, 1.08
3974, 0.54, 1.63, 4.35, 1.09
3975, 0.55, 1.64, 4.37, 1.09
3976, 0.55, 1.65, 4.4, 1.1
3977, 0.55, 1.66, 4.42, 1.1
3978, 0.56, 1.67, 4.44, 1.11
3979, 0.56, 1.68, 4.47, 1.12
3980, 0.56, 1.69, 4.49, 1.12
3981, 0.56, 1.69, 4.52, 1.13
3982, 0.57, 1.7, 4.55, 1.14
3983, 0.57, 1.71, 4.57, 1.14
3984, 0.57, 1.72, 4.6, 1.15
3985, 0.58, 1.73, 4.62, 1.16
3986, 0.58, 1.74, 4.65, 1.16
3987, 0.58, 1.75, 4.68, 1.17
3988, 0.59, 1.76, 4.71, 1.18
3989, 0.59, 1.78, 4.73, 1.18
3990, 0.6, 1.79, 4.76, 1.19
3991, 0.6, 1.8, 4.79, 1.2
3992, 0.6, 1.81, 4.82, 1.2
3993, 0.61, 1.82, 4.85, 1.21
3994, 0.61, 1.83, 4.88, 1.22
3995, 0.61, 1.84, 4.91, 1.23
3996, 0.62, 1.85, 4.94, 1.23
3997, 0.62, 1.86, 4.97, 1.24
3998, 0.63, 1.88, 5.0, 1.25
3999, 0.63, 1.89, 5.03, 1.26
4000, 0.63, 1.9, 5.06, 1.27
4001, 0.64, 1.91, 5.1, 1.27
4002, 0.64, 1.92, 5.13, 1.28
4003, 0.65, 1.94, 5.16, 1.29
4004, 0.65, 1.95, 5.19, 1.3
4005, 0.65, 1.96, 5.23, 1.31
4006, 0.66, 1.97, 5.26, 1.32
4007, 0.66, 1.99, 5.3, 1.32
4008, 0.67, 2.0, 5.33, 1.33
4009, 0.67, 1.34, 5.37, 1.34
4010, 0.68, 1.35, 5.41, 1.35
4011, 0.68, 1.36, 5.44, 1.36
4012, 0.68, 1.37, 5.48, 1.37
4013, 0.69, 1.38, 5.52, 1.38
4014, 0.69, 1.39, 5.56, 1.39
4015, 0.7, 1.4, 5.59, 1.4
4016, 0.7, 1.41, 5.63, 1.41
4017, 0.71, 1.42, 5.67, 1.42
4018, 0.71, 1.43, 5.71, 1.43
4019, 0.72, 1.44, 5.76, 1.44
4020, 0.72, 1.45, 5.8, 1.45
4021, 0.73, 1.46, 5.84, 1.46
4022, 0.74, 1.47, 5.88, 1.47
4023, 0.74, 1.48, 5.93, 1.48
4024, 0.75, 1.49, 5.97, 1.49
4025, 0.75, 1.5, 6.02, 1.5
4026, 0.76, 1.52, 6.06, 1.52
4027, 0.76, 1.53, 6.11, 1.53
4028, 0.77, 1.54, 6.15, 1.54
4029, 0.78, 1.55, 6.2, 1.55
4030, 0.78, 1.56, 6.25, 1.56
4031, 0.79, 1.57, 6.3, 1.57
4032, 0.79, 1.59, 6.35, 1.59
4033, 0.8, 1.6, 6.4, 1.6
4034, 0.81, 1.61, 6.45, 1.61
4035, 0.81, 1.63, 6.5, 1.63
4036, 0.82, 1.64, 6.56, 1.64
4037, 0.83, 1.65, 6.61, 1.65
4038, 0.83, 1.67, 6.67, 1.67
4039, 0.84, 1.68, 6.72, 1.68
4040, 0.85, 1.69, 6.78, 1.69
4041, 0.85, 1.71, 6.84, 1.71
4042, 0.86, 1.72, 6.9, 1.72
4043, 0.87, 1.74, 6.96, 1.74
4044, 0.88, 1.75, 7.02, 1.75
4045, 0.88, 1.77, 7.08, 1.77
4046, 0.89, 1.79, 7.14, 1.79
4047, 0.9, 1.8, 7.21, 1.8
4048, 0.91, 1.82, 7.27, 1.82
4049, 0.92, 1.83, 6.42, 1.83
4050, 0.93, 1.85, 6.48, 1.85
4051, 0.93, 1.87, 6.54, 1.87
4052, 0.94, 1.89, 6.6, 1.89
4053, 0.95, 1.9, 6.67, 1.9
4054, 0.96, 1.92, 6.73, 1.92
4055, 0.97, 1.94, 6.8, 1.94
4056, 0.98, 1.96, 6.86, 1.96
4057, 0.99, 1.98, 6.93, 1.98
4058, 1.0, 2.0, 7.0, 2.0
4059, 1.01, 2.02, 7.07, 2.02
4060, 1.02, 2.04, 7.14, 2.04
4061, 1.03, 2.06, 7.22, 2.06
4062, 1.04, 2.08, 7.29, 2.08
4063, 1.05, 2.11, 7.37, 2.11
4064, 1.06, 2.13, 7.45, 2.13
4065, 1.08, 2.15, 7.53, 2.15
4066, 1.09, 2.17, 7.61, 2.17
4067, 1.1, 2.2, 7.69, 2.2
4068, 1.11, 2.22, 7.78, 2.22
4069, 1.12, 2.25, 7.87, 2.25
4070, 1.14, 2.27, 7.95, 2.27
4071, 1.15, 2.3, 8.05, 2.3
4072, 1.16, 2.33, 8.14, 2.33
4073, 1.18, 2.35, 8.24, 2.35
4074, 1.19, 2.38, 8.33, 2.38
4075, 1.2, 2.41, 8.43, 2.41
4076, 1.22, 2.44, 8.54, 2.44
4077, 1.23, 2.47, 8.64, 2.47
4078, 1.25, 2.5, 8.75, 2.5
4079, 1.27, 2.53, 8.86, 2.53
4080, 1.28, 2.56, 8.97, 2.56
4081, 1.3, 2.6, 9.09, 2.6
4082, 1.32, 2.63, 9.21, 2.63
4083, 1.33, 2.67, 9.33, 2.67
4084, 1.35, 2.7, 9.46, 2.7
4085, 1.37, 2.74, 9.59, 2.74
4086, 1.39, 2.78, 9.72, 2.78
4087, 1.41, 2.82, 9.86, 2.82
4088, 1.43, 2.86, 10.0, 2.86
4089, 1.45, 2.9, 10.14, 2.9
4090, 1.47, 2.94, 10.29, 2.94
4091, 1.49, 2.99, 10.45, 2.99
4092, 1.52, 3.03, 10.61, 3.03
4093, 1.54, 3.08, 10.77, 3.08
4094, 1.56, 3.13, 10.94, 3.13
4095, 1.59, 3.17, 9.52, 3.17
4096, 1.61, 3.23, 9.68, 3.23
4097, 1.64, 3.28, 9.84, 3.28
4098, 1.67, 3.33, 10.0, 3.33
4099, 1.69, 3.39, 10.17, 3.39
4100, 1.72, 3.45, 10.34, 3.45
4101, 1.75, 3.51, 10.53, 3.51
4102, 1.79, 3.57, 10.71, 3.57
4103, 1.82, 3.64, 10.91, 3.64
4104, 1.85, 3.7, 11.11, 3.7
4105, 1.89, 3.77, 11.32, 3.77
4106, 1.92, 3.85, 11.54, 3.85
4107, 1.96, 3.92, 11.76, 3.92
4108, 2.0, 4.0, 12.0, 4.0
4109, 2.04, 4.08, 12.24, 4.08
4110, 2.08, 4.17, 12.5, 4.17
4111, 2.13, 4.26, 12.77, 4.26
4112, 2.17, 4.35, 13.04, 4.35
4113, 2.22, 4.44, 13.33, 4.44
4114, 2.27, 4.55, 13.64, 4.55
4115, 2.33, 4.65, 13.95, 4.65
4116, 2.38, 4.76, 14.29, 4.76
4117, 2.44, 4.88, 14.63, 4.88
4118, 2.5, 5.0, 15.0, 5.0
4119, 2.56, 5.13, 15.38, 5.13
4120, 2.63, 5.26, 15.79, 5.26
4121, 2.7, 5.41, 16.22, 5.41
4122, 2.78, 5.56, 16.67, 5.56
4123, 2.86, 5.71, 17.14, 5.71
4124, 2.94, 5.88, 17.65, 5.88
4125, 3.03, 6.06, 18.18, 6.06
4126, 3.13, 6.25, 18.75, 6.25
4127, 3.23, 6.45, 19.35, 6.45
4128, 3.33, 6.67, 20.0, 6.67
4129, 3.45, 6.9, 20.69, 6.9
4130, 3.57, 7.14, 21.43, 7.14
4131, 3.7, 7.41, 22.22, 7.41
4132, 3.85, 7.69, 23.08, 7.69
4133, 4.0, 8.0, 24.0, 8.0
4134, 4.17, 8.33, 25.0, 8.33
4135, 4.35, 8.7, 26.09, 8.7
4136, 4.55, 9.09, 27.27, 9.09
4137, 4.76, 4.76, 14.29, 9.52
4138, 5.0, 5.0, 15.0, 10.0
4139, 5.26, 5.26, 15.79, 10.53
4140, 5.56, 5.56, 11.11, 11.11
4141, 5.88, 5.88, 11.76, 11.76
4142, 6.25, 6.25, 12.5, 12.5
4143, 6.67, 6.67, 13.33, 13.33
4144, 7.14, 7.14, 14.29, 14.29
4145, 7.69, 7.69, 15.38, 15.38
4146, 8.33, 8.33, 16.67, 16.67
4147, 9.09, 9.09, 18.18, 18.18
4148, 10.0, 10.0, 20.0, 20.0
4149, 11.11, 11.11, 22.22, 22.22
4150, 12.5, 12.5, 25.0, 25.0
4151, 14.29, 14.29, 28.57, 28.57
4152, 16.67, 16.67, 33.33, 33.33
4153, 20.0, 20.0, 40.0, 40.0
4154, 25.0, 25.0, 50.0, 50.0
4155, 33.33, 33.33, 33.33, 66.67
4156, 50.0, 50.0, 50.0, 100.0
4157, 100.0, 100.0, 100.0, 100.0
